Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit,Units Sold, Total Sales, Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Apparel,  60 ,550,  330.000 ,  132.000 ,"0,4",In-store
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Apparel,  65 ,650,  422.500 ,  232.375 ,"0,55",In-store
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  30 ,625,  187.500 ,  75.000 ,"0,4",In-store
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  30 ,425,  127.500 ,  44.625 ,"0,35",In-store
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  20 ,425,  85.000 ,  29.750 ,"0,35",In-store
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,  25 ,275,  68.750 ,  27.500 ,"0,4",In-store
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Men's Apparel,  40 ,325,  130.000 ,  45.500 ,"0,35",In-store
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Apparel,  30 ,425,  127.500 ,  63.750 ,"0,5",In-store
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,  30 ,675,  202.500 ,  81.000 ,"0,4",In-store
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,  30 ,325,  97.500 ,  34.125 ,"0,35",In-store
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Women's Street Footwear,  20 ,375,  75.000 ,  26.250 ,"0,35",In-store
Foot Locker,1185732,2/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  25 ,250,  62.500 ,  25.000 ,"0,4",In-store
Foot Locker,1185732,2/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,  40 ,325,  130.000 ,  45.500 ,"0,35",In-store
Foot Locker,1185732,2/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,  30 ,400,  120.000 ,  60.000 ,"0,5",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  35 ,620,  217.000 ,  86.800 ,"0,4",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  35 ,300,  105.000 ,  36.750 ,"0,35",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  25 ,350,  87.500 ,  30.625 ,"0,35",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  30 ,200,  60.000 ,  24.000 ,"0,4",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,  45 ,250,  112.500 ,  39.375 ,"0,35",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,  35 ,350,  122.500 ,  61.250 ,"0,5",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  35 ,575,  201.250 ,  80.500 ,"0,4",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  30 ,275,  82.500 ,  28.875 ,"0,35",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  20 ,275,  55.000 ,  19.250 ,"0,35",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  25 ,200,  50.000 ,  20.000 ,"0,4",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,  40 ,225,  90.000 ,  31.500 ,"0,35",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,  30 ,350,  105.000 ,  52.500 ,"0,5",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  40 ,620,  248.000 ,  99.200 ,"0,4",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  35 ,325,  113.750 ,  39.813 ,"0,35",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  30 ,300,  90.000 ,  31.500 ,"0,35",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  30 ,225,  67.500 ,  27.000 ,"0,4",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,  45 ,250,  112.500 ,  39.375 ,"0,35",In-store
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Apparel,  50 ,350,  175.000 ,  87.500 ,"0,5",In-store
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  35 ,600,  210.000 ,  84.000 ,"0,4",In-store
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  30 ,350,  105.000 ,  36.750 ,"0,35",In-store
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  25 ,375,  93.750 ,  32.813 ,"0,35",In-store
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  25 ,350,  87.500 ,  35.000 ,"0,4",In-store
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,  45 ,525,  236.250 ,  118.125 ,"0,5",In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  40 ,750,  300.000 ,  120.000 ,"0,4",In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  35 ,500,  175.000 ,  61.250 ,"0,35",In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  30 ,425,  127.500 ,  44.625 ,"0,35",In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  30 ,375,  112.500 ,  45.000 ,"0,4",In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,  40 ,375,  150.000 ,  52.500 ,"0,35",In-store
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,  45 ,550,  247.500 ,  123.750 ,"0,5",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  40 ,700,  280.000 ,  112.000 ,"0,4",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  40 ,475,  190.000 ,  66.500 ,"0,35",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  35 ,400,  140.000 ,  49.000 ,"0,35",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  25 ,325,  81.250 ,  32.500 ,"0,4",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,  35 ,300,  105.000 ,  36.750 ,"0,35",In-store
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,  40 ,475,  190.000 ,  95.000 ,"0,5",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  35 ,600,  210.000 ,  84.000 ,"0,4",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  30 ,400,  120.000 ,  42.000 ,"0,35",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  15 ,300,  45.000 ,  15.750 ,"0,35",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  15 ,275,  41.250 ,  16.500 ,"0,4",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,  25 ,275,  68.750 ,  24.063 ,"0,35",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Apparel,  30 ,350,  105.000 ,  52.500 ,"0,5",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  35 ,525,  183.750 ,  73.500 ,"0,4",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  25 ,350,  87.500 ,  30.625 ,"0,35",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  25 ,250,  62.500 ,  21.875 ,"0,35",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  25 ,225,  56.250 ,  22.500 ,"0,4",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,  35 ,225,  78.750 ,  27.563 ,"0,35",In-store
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,  40 ,350,  140.000 ,  70.000 ,"0,5",In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  35 ,500,  175.000 ,  70.000 ,"0,4",In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  25 ,350,  87.500 ,  30.625 ,"0,35",In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  25 ,295,  73.750 ,  25.813 ,"0,35",In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  25 ,325,  81.250 ,  32.500 ,"0,4",In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,  45 ,300,  135.000 ,  47.250 ,"0,35",In-store
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,  50 ,400,  200.000 ,  100.000 ,"0,5",In-store
Foot Locker,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  45 ,650,  292.500 ,  117.000 ,"0,4",In-store
Foot Locker,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  35 ,450,  157.500 ,  55.125 ,"0,35",In-store
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  35 ,400,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  35 ,350,  122.500 ,  49.000 ,"0,4",In-store
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,  45 ,350,  157.500 ,  55.125 ,"0,35",In-store
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,  50 ,450,  225.000 ,  112.500 ,"0,5",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  25 ,675,  168.750 ,  67.500 ,"0,4",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  25 ,475,  118.750 ,  41.563 ,"0,35",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  15 ,475,  71.250 ,  24.938 ,"0,35",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,  20 ,325,  65.000 ,  26.000 ,"0,4",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Apparel,  35 ,375,  131.250 ,  45.938 ,"0,35",In-store
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Apparel,  25 ,475,  118.750 ,  59.375 ,"0,5",In-store
West Gear,1185732,2/11/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,  25 ,725,  181.250 ,  72.500 ,"0,4",In-store
West Gear,1185732,2/11/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,  25 ,375,  93.750 ,  32.813 ,"0,35",In-store
West Gear,1185732,2/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,  15 ,425,  63.750 ,  22.313 ,"0,35",In-store
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  20 ,300,  60.000 ,  24.000 ,"0,4",In-store
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Men's Apparel,  35 ,375,  131.250 ,  45.938 ,"0,35",In-store
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Apparel,  25 ,450,  112.500 ,  56.250 ,"0,5",In-store
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,670,  201.000 ,  80.400 ,"0,4",In-store
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  30 ,350,  105.000 ,  36.750 ,"0,35",In-store
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,  20 ,400,  80.000 ,  28.000 ,"0,35",In-store
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  25 ,250,  62.500 ,  25.000 ,"0,4",In-store
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Apparel,  40 ,300,  120.000 ,  42.000 ,"0,35",In-store
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Apparel,  30 ,400,  120.000 ,  60.000 ,"0,5",In-store
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,625,  187.500 ,  75.000 ,"0,4",In-store
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  25 ,325,  81.250 ,  28.438 ,"0,35",In-store
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,  15 ,325,  48.750 ,  17.063 ,"0,35",In-store
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  20 ,250,  50.000 ,  20.000 ,"0,4",In-store
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Apparel,  35 ,275,  96.250 ,  33.688 ,"0,35",In-store
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Apparel,  25 ,400,  100.000 ,  50.000 ,"0,5",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,  35 ,670,  234.500 ,  93.800 ,"0,4",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  30 ,375,  112.500 ,  39.375 ,"0,35",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,  25 ,350,  87.500 ,  30.625 ,"0,35",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  25 ,275,  68.750 ,  27.500 ,"0,4",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Apparel,  40 ,300,  120.000 ,  42.000 ,"0,35",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Apparel,  45 ,400,  180.000 ,  90.000 ,"0,5",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,650,  195.000 ,  78.000 ,"0,4",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  25 ,400,  100.000 ,  35.000 ,"0,35",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,  20 ,425,  85.000 ,  29.750 ,"0,35",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  20 ,400,  80.000 ,  32.000 ,"0,4",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's Apparel,  35 ,400,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Women's Apparel,  40 ,575,  230.000 ,  115.000 ,"0,5",In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,  35 ,800,  280.000 ,  112.000 ,"0,4",In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  30 ,550,  165.000 ,  57.750 ,"0,35",In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,  25 ,475,  118.750 ,  41.563 ,"0,35",In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  25 ,425,  106.250 ,  42.500 ,"0,4",In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Apparel,  35 ,425,  148.750 ,  52.063 ,"0,35",In-store
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Women's Apparel,  40 ,600,  240.000 ,  120.000 ,"0,5",In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,  35 ,750,  262.500 ,  105.000 ,"0,4",In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  35 ,525,  183.750 ,  64.313 ,"0,35",In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,  30 ,450,  135.000 ,  47.250 ,"0,35",In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  20 ,375,  75.000 ,  30.000 ,"0,4",In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Men's Apparel,  30 ,350,  105.000 ,  36.750 ,"0,35",In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Apparel,  35 ,525,  183.750 ,  91.875 ,"0,5",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,650,  195.000 ,  78.000 ,"0,4",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  25 ,450,  112.500 ,  39.375 ,"0,35",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,  10 ,350,  35.000 ,  12.250 ,"0,35",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  10 ,325,  32.500 ,  13.000 ,"0,4",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Apparel,  20 ,325,  65.000 ,  22.750 ,"0,35",In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's Apparel,  25 ,400,  100.000 ,  50.000 ,"0,5",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,575,  172.500 ,  69.000 ,"0,4",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  20 ,400,  80.000 ,  28.000 ,"0,35",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,  20 ,300,  60.000 ,  21.000 ,"0,35",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  20 ,275,  55.000 ,  22.000 ,"0,4",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,  30 ,275,  82.500 ,  28.875 ,"0,35",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Apparel,  35 ,400,  140.000 ,  70.000 ,"0,5",In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,550,  165.000 ,  66.000 ,"0,4",In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  20 ,400,  80.000 ,  28.000 ,"0,35",In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,  20 ,345,  69.000 ,  24.150 ,"0,35",In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  20 ,375,  75.000 ,  30.000 ,"0,4",In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,  45 ,450,  202.500 ,  101.250 ,"0,5",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Street Footwear,  40 ,700,  280.000 ,  112.000 ,"0,4",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  30 ,500,  150.000 ,  52.500 ,"0,35",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,  30 ,450,  135.000 ,  47.250 ,"0,35",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  30 ,400,  120.000 ,  48.000 ,"0,4",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Apparel,  40 ,400,  160.000 ,  56.000 ,"0,35",In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Women's Apparel,  45 ,500,  225.000 ,  112.500 ,"0,5",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,350,  105.000 ,  36.750 ,"0,35",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Street Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,  40 ,200,  80.000 ,  28.000 ,"0,35",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Apparel,  45 ,150,  67.500 ,  27.000 ,"0,4",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Women's Apparel,  40 ,400,  160.000 ,  48.000 ,"0,3",In-store
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Street Footwear,  30 ,450,  135.000 ,  47.250 ,"0,35",In-store
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Women's Street Footwear,  40 ,350,  140.000 ,  49.000 ,"0,35",In-store
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Athletic Footwear,  40 ,200,  80.000 ,  28.000 ,"0,35",In-store
West Gear,1128299,2/24/2021,West,Oregon,Portland,Men's Apparel,  45 ,125,  56.250 ,  22.500 ,"0,4",In-store
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Apparel,  40 ,325,  130.000 ,  39.000 ,"0,3",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Street Footwear,  40 ,475,  190.000 ,  66.500 ,"0,35",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Athletic Footwear,  50 ,325,  162.500 ,  56.875 ,"0,35",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Street Footwear,  55 ,350,  192.500 ,  67.375 ,"0,35",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Athletic Footwear,  50 ,250,  125.000 ,  43.750 ,"0,35",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Apparel,  55 ,100,  55.000 ,  22.000 ,"0,4",In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Apparel,  50 ,300,  150.000 ,  45.000 ,"0,3",In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Street Footwear,  55 ,475,  261.250 ,  91.438 ,"0,35",In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Athletic Footwear,  60 ,275,  165.000 ,  57.750 ,"0,35",In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Street Footwear,  60 ,325,  195.000 ,  68.250 ,"0,35",In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Athletic Footwear,  45 ,225,  101.250 ,  35.438 ,"0,35",In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Apparel,  50 ,125,  62.500 ,  25.000 ,"0,4",In-store
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Apparel,  65 ,300,  195.000 ,  58.500 ,"0,3",In-store
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Street Footwear,  50 ,500,  250.000 ,  87.500 ,"0,35",In-store
West Gear,1128299,5/25/2021,West,Oregon,Portland,Men's Athletic Footwear,  55 ,350,  192.500 ,  67.375 ,"0,35",In-store
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Street Footwear,  55 ,350,  192.500 ,  67.375 ,"0,35",In-store
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Athletic Footwear,  50 ,275,  137.500 ,  48.125 ,"0,35",In-store
